Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
credit card	available,issued,used,charged,valid,required	free,valid,optional,used	used,charged	valid,used,accepted	insured,yours,valid	charged,issued,available,valid	paid,issued,valid,charged,used	available,used,valid,issued,free	available,valid,used,included,accepted	used,accepted,authorized,valid,required,needed	guaranteed,encrypted,charged,credited	charged,paid,valid,forged	available,covered,valid,checked	encrypted
creme brulee	edible,common,used	rare,edible,white,common,poisonous	good	sweet	yours,mine	poisonous,edible	named,present	used	edible,available,known	baked,served,edible,available,sweet	joyah,edible,delicious,tasted,spicy	delicious	good,pretty	spicy,edible,delicious
crepe		long,edible	finished,perfect,delicious,complete	finished,perfect,complete,edible	dead,yours,perfect,edible	hollow,broken,visible,worn,clear			removable,edible,long,transparent	edible,cooked,sweet,sold,baked	aromatic,edible,milky	a,lacking	good,pretty,edible	cooked,fluffy,edible
crib	open,closed	empty,used	finished,clean,attached,complete,empty	new,broken,complete,empty	empty,yours	accessible,empty,broken	roofed	open,closed,covered	covered	reversible,painted,adjustable,available,removable	furnished,plugged,adjustable	gone,a,cute,my,rocking	packed,big,covered	pictured,adjustable
croissant	served,prepared	edible,white	sweet,gone,good	flat,perfect,baked	toast,yours	ready,sweet,prepared,eaten,available	edible,named,eaten,cultivated	eaten,served	edible,sweet,frozen	edible,fried,served,sold,cooked,baked	aromatic,joyah,found,edible,milky,delicious,spicy	eaten	good,pretty	spicy,cooked,baked,edible
cross	unique	gold,symbolic,inscribed,broken	burned,broken	here,there,broken,visible	mine,visible,cross,crossed,sacred,broken	inscribed,true,broken	marked	present,found	inscribed,marked	crossed,inscribed,cross,tall,long	kaladin	destroyed,numbered,broken,a,buried,consecrated,sacred	there,gone,empty,broken,sacred	surmounted
crossbow	fixed,unique,used	military,long	used,broken,loaded	heavy,pictured,broken,loaded	loaded,sacred,broken,optional	fixed,used,available	fired,required,armed,available,used,fixed,mounted	used	used,long	adjustable,used,mounted,removable	sharpened,joyah,playable,unlocked,evalle,crossbow	armed,concealed	closed,done,loaded,broken	adjustable,playable,patented,used,towed
crouton	used,broken	circular	pictured,missing,broken	optional,edible	dead,yours,mine	broken	named,listed	named,navigable	visible,shown	edible,used,cooked,flat,white,baked	joyah,twinned,evalle,koppen	funny,a	done	adjustable,playable
crow	dead,here,gone	human	angry,dead,hungry,happy	here,dead	flying,dead,hungry,asleep	falling,flying,gone	named,present,territorial,crow		male,named	extinct,black	lucivar,evalle,joyah	gone,hungry,extinct,asleep,alive,dead	dead	dead,asleep
crowbar	fixed,used,broken	long,used	used,missing,broken	pictured,broken	dead,mine,ours,empty,yours,broken	broken,visible	named	used	used,long	curved,used,removable,long	twinned,electrified,joyah	gone,a,there,haunted,covered	there,safe,heavy,handy	useless,adjustable
crown		circular,gold,broken	worn	gone,broken,gold,empty	mine,ours,theirs,yours,crowned,hers	empty,broken,crowned	crowned	crowned,worn	removable,worn	broken,crowned	denoted,crowned,adjustable,preserved,evalle,inscribed	a,upheld,gilded,awarded,gold,sacred	large,closed,gone,beautiful,broken	crowned,sacred,engraved,gilded,broken
crucifix	preserved	large,gold,round,small	missing,broken	visible,there,broken	sacred,broken,visible	visible	named	depicted,damaged,found,visible	visible,broken,missing	broken,inscribed	lucivar,denoted,engraved,preserved,evalle,inscribed	the,broken,a,dead	there,sacred	
cruise ship	available,sold,named		named	pictured	pictured	named,sailing,available	named	listed,named,available,owned	listed,named,known	operational,operated,named,long	joyah,rated,twinned,evalle	aboard,a	here	navigable,cruising
crumb	edible,eaten	edible,eaten	solid,broken,gone,soft	falling,there	dead,gone,mine,broken,yours,edible	broken,eaten,edible,cooked	edible	edible	visible,edible,broken	broken,edible,dry	joyah,edible	broken,gone,crumb,fluffy,there,bread	good,pretty,edible,covered,eaten	baked,edible
crutch	broken,used,removed	broken	required,used,needed	there,yours,heavy,broken	dead,theirs,there,broken	worn,broken	named	used,adjustable	supported,adjustable,used,removable,functional	broken,adjustable,used,removable	lucivar,easy,kaladin,joyah,evalle,barbed	gone,a,useless,my	good,adjustable,broken,worn	handy,disposable
crystal ball	destroyed,lost,broken	empty,used	broken,empty	clear,broken,empty	gone,mine,ours,broken,yours	symmetric,transparent,hollow,infinite,spherical	magnetic,spherical	formed	solid,used,transparent	spherical,hollow,transparent	encrypted,electrified,spherical,encoded,convex	a,crystal	there,empty,here,closed,open,gone	playable,ringing
crystal	solid,transparent	blue,white	intact,brittle,solid,broken,transparent,clear	broken,transparent,clear	transparent,broken,sealed	transparent,spherical,clear,pure,hollow,solid	transparent	opaque,transparent,clear,black,green,translucent,white	solid,transparent	spherical,small,transparent	encrypted	crystal,transparent,translucent	there,empty,open,clear,gone,broken	translucent,adjustable,edible,stainless
crystal	solid,transparent	blue,white	intact,brittle,solid,broken,transparent,clear	broken,transparent,clear	transparent,broken,sealed	transparent,spherical,clear,pure,hollow,solid	transparent	opaque,transparent,clear,black,green,translucent,white	solid,transparent	spherical,small,transparent	encrypted	crystal,transparent,translucent	there,empty,open,clear,gone,broken	translucent,adjustable,edible,stainless
cuckoo clock	unique,used,broken	universal,ancient,simple,obsolete	ticking,broken,right,silent,working	true,broken	dead,ticking,ringing,broken	fixed,used,broken,available,ringing	present,visible	electrified	broken,used	extinct,accurate,unique,known	ruled,extinct,transcribed,grammatical,phonetic,unreliable	wrong,a,cuckoo,haunted,astronomical	dead,stopped,old,broken	playable,ringing,clicking,asleep
cucumber	edible,eaten,used	edible,eaten,vegetable,green,fruit	green,pictured,white,growing,edible	dead,green,red,ripe	ripe,cooked,mine,delicious,edible	boiled,eaten,poisonous,edible	edible,poisonous	common,edible,poisonous	eaten,poisonous,edible	harvested,poisonous,edible,ripe,long	fried,acidic,spicy,ripe,edible	delicious,good,edible	good,pretty,edible	spicy,cooked,edible,ripe,eaten
cufflink	locked,secure,used,broken	gold,used	missing,attached,broken,visible	removable,broken,adjustable	included,broken,visible	fixed,used,available	used	adjustable,worn,visible	visible,broken,attached,worn,removable	reversible,adjustable,used,interchangeable,removable	adjustable	shown,a,defined	covered,adjustable,clipped,worn	engraved,adjustable
cummerbund	unique,preserved,used	long,common	complete	complete,unique,free	dead,yours	bounded,electrified,free	defunct,dissolved,active	german	named,used,known	sold,used	twinned,subdivided,koppen	twinned,electrified,a,founded	known	compulsory,twinned
cup	empty	empty,hollow,full,broken	clean,broken,full,filled,empty	open,broken,red,empty	full,overflowing,sealed,closed,empty,broken,ready,filled	sealed,contested,worn,broken,empty	contested,played,awarded,won,tied	awarded,held,contested,available	full,empty	broken,hollow,filled,empty,closed	stained,adjustable	empty,contested,gone,edible,playing,winning,covered	awarded,empty,closed,gone,finished,covered,contested,broken	broken,clinched,unlocked,engraved,overturned,empty
cupcake	baked,eaten	baked,edible	finished,mine	complete,edible	yours,perfect,finished,edible	sweet,prepared,eaten,baked,cooked	edible	hot,eaten,sweet	pink,edible,named	edible,decorated,baked,sweet,vegan	joyah,edible,delicious,evalle	perfect,gone,edible,delicious,my	pretty,edible	edible
curb	closed,paved	clear,raised,low,high,wide,paved,free	concrete,high,visible,clear	here,up,there,high,broken	empty,overflowing,closed	constant,paved	open	clear,closed	visible,concrete,wide,raised,high	wide,raised,long,high	electrified,unlocked,adjustable,located	parked,open,unlocked,paved	covered,closed,there	inviting
curling iron	used,broken	traditional,used	used,hot,broken,working		melting	broken,used,available,required,worn	iron,used,cast	used	used,long	adjustable,used,heated,hot,included,available	patented,adjustable	used,hot,handy,adjustable	pretty,nice	adjustable
curry	sweet,popular,prepared	simple,English	spicy,delicious,good	sweet,spicy,hot,dry,good	spicy,served	sweet,prepared,eaten,cooked,available	sold,eaten,edible	spicy,vegetarian,sweet	hot,cooked,spicy,vegetarian,good	edible,dry,hot,cooked,popular,sweet,spicy,vegetarian	fried,acidic,spicy,joyah,edible,delicious	good,cooked,delicious,edible,spicy	good,great,spicy	spicy,greasy,delicious,addictive,fragrant
curtain	raised,closed,drawn,open,opened,removed	raised,pulled,up,closed,drawn,falling,lifted	up,broken,drawn,closed,down,lifted	up,drawn,closed,falling,open	closing,shut,lifted,drawn,falling,closed	electrified,broken,clear,closed,thin,drawn,open	raised,lowered,blown,closed,open	painted,closed	broken,drawn,removed,closed,transparent	open,drawn,removable,closed,black,transparent	electrified,barbed,adjustable	drawn,open,closed,standing	closing,down,closed,open,drawn,coming,up	risen,raised,closing,lifted,drawn
cushion	flat	empty,soft,flat,red,padded	flat,removable,empty	flat,broken,removable,adjustable	waterproof,included,adjustable,empty,reversible,removable	empty,smooth	long	curved	adjustable,flat,removable,transparent	padded,adjustable,flat,flexible,removable	thicker,sturdy,adjustable	soft,gone,sturdy,adjustable,covered	covered,padded,hot	adjustable,embroidered
cutting board	used	wooden,wood,used	used,clean,broken	included,pictured	pictured,broken	transparent,used,available	available		used	provided,adjustable,used,included,removable	constructed,modular,adjustable,included	used,adjustable	covered,there,done,handy	adjustable,covered,optional,movable
cymbal	fixed,used	hollow,suspended,used,played	visible,missing	moving,round,broken,red	silent,dead,mine,visible,silenced,missing,broken	optional,used	long	used,adjustable,electric		curved,used,mounted,fixed,removable	electrified,pronounced,spelled,adjustable,mastered	electrified,used	big,broken,loud	pictured,adjustable,engraved,movable
dagger	lost,hidden,missing,broken	long,sharp	found,used,missing,concealed,empty	broken,sharp,silver	mine,enchanted,broken,yours,hers	drawn,empty,broken		engraved,used	long	reversible,curved,sharp,pointed,long	spelled,kaladin,sharpened,joyah,evalle,barbed	sharpened,concealed,pierced,mine,gone,a,stabbed	drawn,short,thrown,broken,sharp	concealed,cocked,poisoned,engraved,sharpened,pierced
daisy		edible,purple,red,green,white,perennial,yellow	finished,dead,broken	yellow,dead,white,green,red,beautiful	dead,broken,contagious	gone	named,poisonous	blue,black,green,white	broken,named	edible,red,white,purple,perennial,green,yellow	happy,joyah,edible,evalle	happy,gone,a	there,alive,here,dead,pretty,gone,missing	ornamental,edible,fragrant
dalmatian	rare,edible,common,poisonous	one,extinct,human	present	extinct,small,black,white	dead	endangered,extinct,endemic	named	endangered	defined,known	named,extinct,tall,long,known	joyah,austro,twinned,evalle,carniola	a,undefeated	here,dead,alive,one	cute,funny,gonna,edible,adorable
dandelion	edible,poisonous	edible,poisonous,red,green,white,yellow	yellow,red,green,present,growing	here,dead,green,red,small,edible	edible,dead	threatened,hollow,poisonous,endangered,edible		eaten,edible	poisonous,edible,named,known	poisonous,edible,common	characterized,edible,milky,acidic,poisonous,twinned	edible,growing,gone,abundant	here,dead,alive,green,edible,beautiful	poisonous,edible,harmless,fragrant,infectious
dart	lethal,poisonous	empty,legal,long,used	clear,empty	fired,loaded	loaded,defective	empty	hooked,poisonous,migratory	lethal,used	poisonous,edible,used,lethal,toxic,long	poisonous,edible,used,long,fired	electrified,joyah,adjustable,twinned,rated	electrified,a	dead,closed,taken,short	cocked,adjustable
dartboard	available,used,electrified	traditional	shown,loaded	pictured,broken	loaded,included,broken,mine	compulsory,played,shown,used	named,available	adjustable	shown,used,included,interactive,displayed	available,removable,used	twinned,rated,adjustable	available,a	covered,closed,big	unlocked
dashboard		clear,red,black,white,painted	shown,interactive	complete,available	displayed,encrypted,interactive	illuminated	illuminated,automatic	black	shown,encrypted,available,displayed,transparent	interactive,displayed,available	uploaded,downloadable,accessed,archived	available,my,your,updated	padded,adjustable,unlocked,covered	playable,adjustable,uploaded
deer	endangered,threatened	endangered,important,extinct,white	named,dead,shot,killed,eaten,injured	healthy,dead,shot,hungry	afraid,dead,endangered	threatened,wild,endangered,hunting,hunted	territorial,poisonous,migratory	common,present,endangered,edible	named,killed,known	endangered,eaten,shot,hunted,killed	joyah,hungry,afraid,evalle,barbed	gone,eating,hungry,afraid,alive,dead	there,dead,gone,alive	edible
defibrillator	functional,fixed	portable,used	operating,used,activated,working	needed,safe	silent,working,activated,broken,defective	portable,functional,activated,fixed,stationary		used,functional,active	functional,active,used,defective,activated	portable,available,used,automatic,interchangeable,reusable,removable	inserted,adjustable	functional,available,adjustable,used,effective	used	reactivated,activated
denture	smooth	long,straight,simple,unique	missing,complete,visible	damaged,broken,complete,visible	recommended,cosmetic,reversible,finished,irreversible	symmetrical,pronounced,smooth		smooth	removable,long	made	twinned,encrypted,topological,characterized	formed,covered	large,closed,beautiful,covered,sealed	adjustable,stainless,disposable
deodorant	toxic,edible,poisonous,used	liquid,white	toxic,good,effective	cheap,effective,expensive,good	recommended,toxic,harmless,poisonous	poisonous,toxic,essential,edible,used	named	available,used,recommended	used,effective,available,toxic	waterproof,edible,used	acidic,formulated	hot,good	good,edible	
desk	empty,locked,open,clean	empty,there,clean,mine,full	clean,mine,empty	covered,empty	empty,locked,hers,closed	closed,empty,open	located,empty,closed,open,staffed	clear,empty		empty,adjustable,high	furnished,electrified,unlocked,adjustable,plugged,joyah	furnished,empty,occupied,my,unlocked,covered	packed,covered,pretty	adjustable,furnished,stainless,covered,engraved,sturdy
