Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
comic book	published,complete,available,finished,lost	published,limited	available,complete,reprinted,reproduced	available,complete	complete,copyrighted,available	available,published,complete	limited,published,collected	licensed,published,available	available,numbered,published,licensed,released	available,ongoing,published,illustrated,released	reprinted,entitled,serialized,edited,republished,downloadable,reproduced	about,funny,a,my,written,comic	funny,written,here	
compass	broken,accurate,used,fixed	true,broken,right,wrong,accurate	missing,broken,used	fixed,correct,broken,included,accurate	correct,accurate,broken,spinning	simple,perfect,used,true,fixed,linear	compass,fixed,correct,square	black,used,worn	fixed,broken,magnetic,used,correct,accurate	calibrated,accurate,used	compass,electrified,kaladin,spelled,adjustable	encoded,a,grounded,accurate	crossed,straight,right,clear,set	magnetic,adjustable,northerly,illuminated
compost	sold,used,available,distributed	dry,clean,organic,water	good,recycled,used	edible,finished,good,organic	edible,toxic,compost,rotting,recycled	available,used,fixed	named,staffed,maintained	green,edible	available,consumed,used,recycled,edible	made,available,used,edible,fermented	done,acidic,planted,compost,recycled,edible	gone,a,compost,organic,edible	covered,good,there,packed	ripe,rotting,edible,recycled,rotten,cooked
computer	running,working,dead	alive,dead,here,there,human	working,broken,running,dead,hacked	working,there,broken,dead	hacked,working,broken,running,infected	connected,installed,running,automated,functional,available,programmed,wired,accessible,portable	controlled,used,mobile,portable,software,active	used,locked	broken,active,used,running,installed	portable,available,used,connected,running	encrypted,plugged,disabled	compatible,a,working,playable	busy,ringing,working,here	operating,enabled,disabled,plugged
computer screen	locked	displayed,visible,transparent,green,blank,white,empty,black	white,black,blank	clear,black,blank	visible,blank,displayed,glowing	disabled,activated,visible,transparent,portable,displayed	fixed,displayed,blank,transparent	clear,illuminated	displayed,on,blank,black	shown,blank,black,visible,illuminated,displayed	scanned,unlocked,accessed	visible,displayed	glowing,blinking,illuminated,static	flashing,flickering,blinking,illuminating,glowing,illuminated
confetti	preserved	used,empty	real,flying,everywhere,falling	everywhere,over,falling	falling,broken	compulsory,forbidden,available		clear	transparent,solid,used,red,edible	spherical,used,reusable,dry,edible	sparkling,joyah,evalle,pretty,barbed,edible,jaenelle	gone,coming,pretty,everywhere,there,real	good,pretty	edible
contact lens	functional,fixed,used	used,transparent,plastic	transparent,used,removed,removable,covered,included	recommended,clear,required,broken,needed,removable	removable,adjustable,transparent,waterproof,interchangeable,visible,included	spherical,transparent,fixed	used,fixed,visible,optical,adjustable,transparent	fixed,adjustable,clear,transparent	used,adjustable,removable,interchangeable,included	reusable,interchangeable,removable,transparent,worn,used	enlarged,scanned,adjustable,shown	visible,used,adjustable,shown	opaque,transparent,adjustable,disposable,covered,flexible	sterile,defective,adjustable,disposable,flexible
container	broken,locked,closed,empty,full,sealed,open	closed,empty,transparent,sealed,open	sealed,full,empty,open,labeled,intact	clear,sealed,empty,open,labeled	empty,locked,transparent,waterproof,sealed,encrypted,reusable	sealed,loaded,transparent,closed,empty,clear	free,empty,sealed,closed	empty,closed,sealed,water	locked,closed,empty,open,sealed	open,closed,labeled,empty,reusable,sealed,removable	rated,enclosed,recycled,labeled,sealed,encrypted,furnished	enclosed,covered,labeled,sealed,encrypted,filled	empty,packed,large,sealed,enclosed,disposable,included,covered	encrypted
cooker	fixed,used	hot,used,cold	clean,on,running,full,working,operating,empty	complete,broken	empty,boiling,cooked,leaking,cooking	essential,required,satisfied,simple,available,used,portable	licensed,named,called	electric,adjustable	open,installed,used	portable,powered,removable,available,used,adjustable,included	easy,plugged,stainless,joyah,equipped,adjustable	working,gone,going,open,empty,hot,handy	handy,hot,big,smoking	stainless,electric
cookie	baked,edible,broken,good	baked,cold,edible,perfect,sweet,delicious,good	eaten,mine,broken	broken,perfect,baked,yours,ready	edible,baked,vegan,mine,yours	eaten,broken,empty,baked	baked,edible,used,eaten,saved,cookie,frozen	chocolate,edible	frozen,eaten,edible	registered	archived,reprinted,encrypted,reproduced	gone,a,cookies,saved,mine,edible,cookie	edible,good,finished,done,pretty,eaten,big,gone,covered	encrypted
cookie cutter	broken,perfect,sold,used,available	edible,human	broken,used	included,pictured,optional	perfect,optional,broken,yours	easy,baked,perfect,available,used,optional,sold,broken	named,used,available	unique,popular,used	interchangeable,used	reusable,removable,interchangeable,available,used,edible	patented,mastered,easy,included,adjustable	gone,a,inexpensive,defective,handy,used,manufactured	dead,good,gone,done	optional,stainless,edible,adjustable,disposable,handy,engraved
cookie sheet	broken,clear,clean,sealed	thin,edible,circular	printed,pictured,complete,labeled,included,displayed,shown	clean,clear,flat,white,covered,lined	blank,pictured,complete,edible,identical,included	sealed,printed,empty,clear,broken	used	clear,printed	identical,shown,complete,printed,included	clean,used,prepared,removable,covered	printed,reprinted,encrypted,included,reproduced	gone,a,saved,printed		activated,enabled,encrypted,updated,deleted
cooler	locked,warm,clean,cold,empty,full		here	broken,leaking,empty,open	empty,dead,overflowing,leaking,closed,melting	empty,available	cooler,cold,used,cool,hot	cold,heated,open,hot	cold	available,removable,used	rated,unlocked,plugged,adjustable	gone,cooler,going,open,empty,cold,hot	empty,packed,heated,covered,hot	optional,adjustable
coop	locked,abandoned,sold,closed,complete,empty,open	used,broken,empty,open,ideal	closed,empty,dead,complete	done,finished,empty,complete	closed,yours	available,easy,staffed,empty,happy	named,closed,open,maintained	large,free,empty,closed,open	open,closed,complete	built,enclosed	done,open,doing,tidy,closed	here,gone,open,a,broken,haunted	empty,packed,safe,sealed,there,big,here,broken,tight,closed	ruined,empty,stuffed,open,flooded
copier	available,used	portable,electronic	dead	working,broken,ready	yours,dead,smiling	constant,used,available,symmetric,optional,linear,shown	used,charged,named	used,closed	named,installed,used	portable,available,used,automatic,removable	dialed,rated,joyah,evalle,adjustable	gone,working,going,a,my,at,handy	pretty,big,handy	
coral	edible,abundant	abundant,green,red,white,edible,coral,large,hard	green,white,present,dead	edible,green,growing,dead,red	dead,growing,dying,endangered,sinking,underwater,rotting	abundant,dense,clear,fragile,endangered,edible	edible,poisonous,transparent	white,translucent,blue,green,black,red	known	coral,green,red,edible,long	milky,acidic,edible	beautiful,pretty,growing,coral,fertile	beautiful,covered,pretty	swollen,edible,translucent,poisonous
cord	long,broken	long,elastic,thin,short	attached,long,strong,cut,broken,severed	broken,severed,torn,cut	attached,removable,cut,broken,removed,severed,disconnected,secure	hollow,twisted,straight	free,closed	straight,free,elastic	broken,long,cut	broken,tied,connected,long,cut,attached,flexible,secured,severed	electrified,inserted,plugged,severed,barbed,adjustable	electrified,broken,plugged,attached,hooked,adjustable	clipped,loose,broken,tight,short	adjustable,flexible,disposable
cordon bleu	used,worn	flat,common,French	over,finished,complete,done,here,dead	real,on,everywhere,over,red	empty,dead,complete,yours,closed,ours	electrified,sung,worn	known,named,used,present	used,named,closed	known,included	defined,used,red,applied	addictive,patented,allergic,fungal,found,edible	a	nice,such	accredited,mandatory,compulsory
cork	used,lost,broken	solid,hollow,elastic,liquid	clean,frozen,hot,cold,missing,broken,empty	gone,red,crushed,white,black,broken,empty,dry	empty,dead,frozen,broken,mine,yours,ready,melting	empty,hollow	named,cork	open,closed,black	broken,used,long,removed	edible,white,dry	fine,sturdy,adjustable,intact	broken,leaking,used	empty,broken,closed,gone,cracked	sealed,adjustable,disposable
corkboard	used	used	missing,closed,broken,empty,open	white,finished	empty,dead,broken,yours	available,used,optional,compulsory	used	painted,transparent	adjustable,long,removable	removable,reversible,available,used,painted,white	electrified,sturdy,included,adjustable	painted,adjustable,covered	open,closed,covered,there,closing,here	adjustable,covered,downloadable,folded
corkscrew	fixed,used	one	destroyed,broken,visible,complete,intact	broken	broken,dead	hollow,electrified,used,available	hooked		broken,active,complete,damaged,visible	broken,removable,used		here,there,a	finished,done,dead,broken,closed,gone	adjustable,movable,cocked,folded
corn	cooked,edible,eaten	eaten,green,cultivated,grown,bitter,white,edible,sweet,good	green,grown,ripe,growing,yellow	green,ripe,growing,harvested,ready,there,sweet,brown	edible,growing,rotting,rotten,ripe	eaten,cultivated,good,edible,abundant,ripe,sweet,harvested,grown	edible,sweet,corn,eaten,harvested,poisonous	edible,sweet,used,eaten,harvested,green	harvested,grown,eaten,edible,cultivated	sold,planted,harvested,grown,eaten,edible,cultivated	milky,good,acidic,ripe,fried,eaten,edible	grown,dense,good,plentiful,ripe,abundant,growing,edible	edible,good	ripe,edible,eaten,spicy,plentiful,cooked,harvested
cornbread	eaten,edible,sweet	baked,white,edible,sweet	good,done	done,great,perfect,sweet,good	delicious,golden,edible,baked,toast,crispy,sweet	eaten,cultivated,fried,edible,baked,bitter,available,cooked,sweet	edible,eaten,grown,cultivated,sold	used,sweet,eaten	cooked,good,sweet,white,edible,baked	cooked,sweet,made,fried,edible,baked	delicious,easy,baked,fried,joyah,homemade,eaten,edible	gone,delicious,my,good,baked,edible	good,pretty	delicious,edible,spicy,baked
cornhusk	unique,used,common	amphibious,long,edible,extinct	eaten	green,white,growing,dead,tall	edible,ready,dead,yours	hollow,threatened,named,endangered,easy,uncommon	named,eaten,present	unique,used,present	poisonous,named,fertile,long,radioactive,edible	extinct,long,white,brown,tall,red,edible	romanized,joyah,koppen,twinned	here,true,a,extinct,alive,inhabited	dead,there,here	endemic,edible,gonna,extinct
cornmeal	edible	bitter,white,edible,black	present,processed,used,cooked	dry,crushed,used	edible,cooked,delicious,sweet	eaten,boiled,edible,poisonous	edible,named,used,eaten,cultivated,poisonous	edible,sweet,used	cooked,available,used,edible,present	sold,crushed,used,processed,edible,refined	milky,acidic,aromatic,eaten,edible	eaten	edible,good	edible,eaten,spicy,greasy,cooked,baked
cornucopia	present,smooth	long,round,circular,large	completed,finished,over,full,beautiful,complete,here	ours,over,finished,complete,yours,here	dead,yours,ours,complete	absent,present	extinct,poisonous,sterile,present		built,known,large,named,long	open,over,edible	unesco,joyah,evalle,solved,littered,twinned	gone,hungry,a,empty,plentiful,here,abundant,lacking,edible	empty,open,edible,packed,there,pretty,big,covered	empty,open,closed,enclosed
corsage	used,lost		complete	red,white	dead,finished,broken,mine,yours	displayed,worn	awarded,named	used,married	used	made,white,worn,used,reversible,decorated,removable	preserved,encrypted,twinned	known,covered	worn,covered	embroidered,engraved,decorative,adjustable,symmetrical
corset	removed,worn,fitted,optional	lace,elastic,tight,underwear,worn	reversible,fitted,adjustable,tight,removable	reversible,broken,visible,adjustable,tight,optional,removable	removable,optional,reversible,fitting	bare,available,optional,worn	named	open,worn	fitted,reversible,long,removable,worn,adjustable	padded,reversible,removable,long,fitted,worn,adjustable	barbed,adjustable,twinned	known,painted,a,covered	tight,worn,pretty,big	fitted,adjustable
costume	unique,identical	white,simple,new,black	reversible,complete,identical	reversible,complete	reversible,pictured,mine,authentic	identical,uniform,optional,worn	worn,designed	black	worn	unique,reversible,long	evalle,embroidered,twinned	funny,cute,special,wearing	cute,simple,funny,beautiful,unusual,pretty	
cot	covered,closed,used,empty,clean,open	small,covered,warm,empty,full,padded,large	empty,complete,finished	broken,covered,empty	empty,dead,yours,closed	hollow,enclosed,electrified,available,closed,accessible,empty,staffed,broken	open,listed	open,closed	empty,long	available,enclosed,provided,heated,long	joyah,twinned	a	packed,covered,hot,pretty	enclosed,comfortable,adjustable,disposable,electrified,movable,covered
cotton candy	used,edible,sweet,eaten	white,edible,sweet,sugar,candy	edible,good,real	there,gone,sweet,good,tasty	edible,real,mine,yours	eaten,edible,available,candy,sold,sweet,poisonous	edible,used,eaten,available,poisonous,sold	chocolate,sweet	edible,used	white,sold,used,sweet,edible	milky,recycled,easy,edible	delicious,addictive,good,edible	edible,pretty,good	edible,addictive,delicious,spicy
couch	broken,empty,clean,comfortable	empty,clean,comfortable,warm,big	clean,black,new,empty,mine	broken,new,empty,comfortable	empty,dirty,covered,mine,yours,hers,comfortable	available,hollow,broken,flat,empty	empty,comfortable,there,bare,used	empty,covered,comfortable	covered,empty,long	available,reversible,adjustable,long,white,removable,comfortable	joyah,cute,padded,furnished,adjustable	a,cute,covered,my,rocking,nice	packed,flat,comfortable,covered,pretty	ugly,uncomfortable,comfortable
cougar	endangered,threatened	endangered,large,extinct	dead,here	dead	welcome,dead,endangered,yours,pregnant	threatened,endangered,aggressive	named	unique,endangered,present	known,extinct,poisonous,endangered,named,killed	known,extinct,rare,endangered,large,edible	rated,joyah,evalle,endangered,lucivar	gone,a,cute,allergic,scared,afraid,interested,feral,crazy	there,pretty,here,dead,crazy,sexy	alive,hunted,feral,endangered,extinct
counter	broken,closed,used,empty,open	simple,zero,empty	empty,correct,broken	correct,broken,full,accurate	empty,ready,closed	symmetric,zero,empty,linear,automatic	zero,fixed,automated,used	closed,accessible,open,clear	calculated,used	active	dialed,unlocked,plugged,adjustable	occupied,a,open,empty,at,there	numbered	encrypted,weighted,adjustable,loaded
coverall		green,red,white,black,yellow	pictured,white,black	reversible,black,removable	mine,complete	empty,clear,worn	named	clear	black	worn,reversible,adjustable,removable	rated,encrypted,reproduced	about,gone,a,my,your,that	included	adjustable,embroidered,disposable
